JCT:static:1;3DES;JCT:A;[A] Block Ciphers\ Block Ciphers\ DESede_CBC (OID: 1.2.840.113549.3.7);2) Modern Ciphers
JCT:static:2;ADFGVX;JCT:D;[D] Algorithms\ Classic\ ADFGVX;1) Classic Ciphers
JCT:static:3;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES128_CBC (OID: 2.16.840.1.101.3.4.1.2);2) Modern Ciphers
JCT:static:4;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES128_CFB (OID: 2.16.840.1.101.3.4.1.4);2) Modern Ciphers
JCT:static:5;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES128_ECB (OID: 2.16.840.1.101.3.4.1.1);2) Modern Ciphers
JCT:static:6;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES128_OFB (OID: 2.16.840.1.101.3.4.1.3);2) Modern Ciphers
JCT:static:7;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES192_CBC (OID: 2.16.840.1.101.3.4.1.22);2) Modern Ciphers
JCT:static:8;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES192_CFB (OID: 2.16.840.1.101.3.4.1.24);2) Modern Ciphers
JCT:static:9;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES192_ECB (OID: 2.16.840.1.101.3.4.1.21);2) Modern Ciphers
JCT:static:10;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES192_OFB (OID: 2.16.840.1.101.3.4.1.23);2) Modern Ciphers
JCT:static:11;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES256_CBC (OID: 2.16.840.1.101.3.4.1.42);2) Modern Ciphers
JCT:static:12;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES256_ECB (OID: 2.16.840.1.101.3.4.1.41);2) Modern Ciphers
JCT:static:13;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijndael\ AES256_CFB (OID: 2.16.840.1.101.3.4.1.44);2) Modern Ciphers
JCT:static:14;AES;JCT:D;[A] Block Ciphers\ Block Ciphers\ Rijn;2) Modern Ciphers
JCT:static:15;Android Unlock Pattern (AUP) Visualization;JCT:D;[D] Visualizations\ Android Unlock Pattern (AUP);10) Learning Aids and Visualizations
JCT:static:16;Ant Colony Optimization Visualization;JCT:D;[D] Visualizations\ Ant Colony Optimization;10) Learning Aids and Visualizations
JCT:static:17;Autokey Vigenère;JCT:D;[D] Algorithms\ Classic\ Autokey Vigenère;1) Classic Ciphers
JCT:static:18;Bifid;JCT:D;[D] Algorithms\ Classic\ Bifid;1) Classic Ciphers
JCT:static:19;Blum Blum Shub (B.B.S.) (PRNG);JCT:A;[A] Pseudo Random Number Generators\ BBSRandom;5) Random Number Generators
JCT:static:20;Caesar;JCT:D;[D] Algorithms\ Classic\ Caesar;1) Classic Ciphers
JCT:static:21;Camellia;JCT:A;[A] Block Ciphers\ Block Ciphers\ Camellia128_CBC (OID: 1.2.392.200011.61.1.1.1.2);2) Modern Ciphers
JCT:static:22;Camellia;JCT:A;[A] Block Ciphers\ Block Ciphers\ Camellia192_CBC (OID: 1.2.392.200011.61.1.1.1.3);2) Modern Ciphers
JCT:static:23;Camellia;JCT:A;[A] Block Ciphers\ Block Ciphers\ Camellia256_CBC (OID: 1.2.392.200011.61.1.1.1.4);2) Modern Ciphers
JCT:static:24;CBC MACs;JCT:A;[A] Message Authentication Codes\ Message Authentication Codes\ CBCmacAES128;3) Hash and MAC Algorithms
JCT:static:25;CBC MACs;JCT:A;[A] Message Authentication Codes\ Message Authentication Codes\ CBCmacAES192;3) Hash and MAC Algorithms
JCT:static:26;CBC MACs;JCT:A;[A] Message Authentication Codes\ Message Authentication Codes\ CBCmacAES256;3) Hash and MAC Algorithms
JCT:static:27;CBC MACs;JCT:A;[A] Message Authentication Codes\ Message Authentication Codes\ CBCmacCamellia;3) Hash and MAC Algorithms
JCT:static:28;CBC MACs;JCT:A;[A] Message Authentication Codes\ Message Authentication Codes\ CBCmacDESede;3) Hash and MAC Algorithms
