CT1:en:static:001;RSA [attack];CT1:X;CT1:X\ Analysis\ Asymmetric Encryption\ Lattice-Based Attacks on RSA...;7) Modern Cryptanalysis
CT1:en:static:002;RSA [attack];CT1:X;CT1:X\ Analysis\ Asymmetric Encryption\ Side-Channel Attack on "Textbook RSA"…;7) Modern Cryptanalysis
CT1:en:static:003;Hash attack (collisions);CT1:X;CT1:X\ Analysis\ Hash\ Attack on the Hash Value of the Digital Signature…;7) Modern Cryptanalysis
CT1:en:static:004;ADFGVX [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ ADFGVX…;6) Classic Cryptanalysis
CT1:en:static:005;Byte Addition [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ Byte Addition;6) Classic Cryptanalysis
CT1:en:static:006;Caesar / Rot-13 [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ Caesar;6) Classic Cryptanalysis
CT1:en:static:007;Solitaire [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ Solitaire...;6) Classic Cryptanalysis
CT1:en:static:008;Substitution [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ Substitution...;6) Classic Cryptanalysis
CT1:en:static:009;Vigenère [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ Vigenère;6) Classic Cryptanalysis
CT1:en:static:010;Vigenère [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ Vigenère (Analysis according to Schroedel)…;6) Classic Cryptanalysis
CT1:en:static:011;Vernam [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Ciphertext-Only\ XOR / Vernam;6) Classic Cryptanalysis
CT1:en:static:012;Transposition [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Known Plaintext\ Single Column Transposition…;6) Classic Cryptanalysis
CT1:en:static:013;Hill cipher [analysis];CT1:X;CT1:X\ Analysis\ Symmetric encryption (classic)\ Known Plaintext\ Hill…;6) Classic Cryptanalysis
CT1:en:static:014;Playfair [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Manual Analysis\ Playfair…;6) Classic Cryptanalysis
CT1:en:static:015;Solitaire [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Manual Analysis\ Solitaire…;6) Classic Cryptanalysis
CT1:en:static:016;Substitution [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (classic)\ Manual Analysis\ Substitution…;6) Classic Cryptanalysis
CT1:en:static:017;AES [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ AES (CBC)…;7) Modern Cryptanalysis
CT1:en:static:018;DES [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ DES…;7) Modern Cryptanalysis
CT1:en:static:019;IDEA [attack];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ IDEA…;7) Modern Cryptanalysis
CT1:en:static:020;RC2 [attack];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ RC2…;7) Modern Cryptanalysis
CT1:en:static:021;RC4 [attack];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ RC4…;7) Modern Cryptanalysis
CT1:en:static:022;Triple DES (3DES) [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Triple DES…;7) Modern Cryptanalysis
CT1:en:static:023;DESL [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Further Algorithms\ DESL…;7) Modern Cryptanalysis
CT1:en:static:024;DESX [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Further Algorithms\ DESX…;7) Modern Cryptanalysis
CT1:en:static:025;DESXL [analysis];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Further Algorithms\ DESXL…;7) Modern Cryptanalysis
CT1:en:static:026;MARS [attack];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Further Algorithms\ MARS…;7) Modern Cryptanalysis
CT1:en:static:027;RC6 [attack];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Further Algorithms\ RC6…;7) Modern Cryptanalysis
CT1:en:static:028;Serpent [attack];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Further Algorithms\ Serpent…;7) Modern Cryptanalysis
CT1:en:static:029;Twofish [attack];CT1:X;CT1:X\ Analysis\ Symmetric Encryption (modern)\ Further Algorithms\ Twofish…;7) Modern Cryptanalysis
CT1:en:static:030;Autocorrelation;CT1:X;CT1:X\ Analysis\ Tools for Analysis\ Autocorrelation;6) Classic Cryptanalysis
